,,,+3 To Inferno (Sorceress Only)
,,,+3 To Warmth (Sorceress Only)
,,,+2 To Mana After Each Kill
,,,+ (2 Per Character Level) +2-198 To Defense (Based On Character Level)
,,,Cold Resist +33%
Lionheart,3 Socket Body Armor,Hel + Lum + Fal,+20% Enhanced Damage
,,,Requirements -15%
,,,+25 To Strength
,,,+10 To Energy
,,,+20 To Vitality
,,,+15 To Dexterity
,,,+50 To Life
,,,All Resistances +30
Lore,2 Socket Helms,Ort + Sol,+1 To All Skill Levels
,,,+10 To Energy
,,,+2 To Mana After Each Kill
,,,Lightning Resist +30%
,,,Damage Reduced By 7
,,,+2 To Light Radius
Malice,3 Socket Melee Weapons,Ith + El + Eth,+33% Enhanced Damage
,,,+9 To Maximum Damage
,,,100% Chance Of Open Wounds
,,,-25% Target Defense
,,,-100 To Monster Defense Per Hit
,,,Prevent Monster Heal
,,,+50 To Attack Rating
,,,Drain Life -5
Melody,3 Socket Missile Weapons,Shael + Ko + Nef,+50% Enhanced Damage
,,,+300% Damage To Undead
,,,+3 To Bow and Crossbow Skills (Amazon Only)
,,,+3 To Critical Strike (Amazon Only)
,,,+3 To Dodge (Amazon Only)
,,,+3 To Slow Missiles (Amazon Only)
,,,20% Increased Attack Speed
,,,+10 To Dexterity
,,,Knockback
Memory,4 Socket Staves,Lum + Io + Sol + Eth,+3 to Sorceress Skill Levels
,,,33% Faster Cast Rate
,,,Increase Maximum Mana 20%
,,,+3 Energy Shield (Sorceress Only)
,,,+2 Static Field (Sorceress Only)
,,,+10 To Energy
,,,+10 To Vitality
,,,+9 To Minimum Damage
,,,-25% Target Defense
,,,Magic Damage Reduced By 7
,,,+50% Enhanced Defense
Nadir,2 Socket Helms,Nef + Tir,+50% Enhanced Defense
,,,+10 Defense
,,,+30 Defense vs. Missile
,,,Level 13 Cloak of Shadows (9 Charges)
,,,+2 To Mana After Each Kill
,,,+5 To Strength
,,,-33% Extra Gold From Monsters
,,,-3 To Light Radius
Radiance,3 Socket Helms,Nef + Sol + Ith,+75% Enhanced Defense
,,,+30 Defense Vs. Missile
,,,+10 To Energy
,,,+10 To Vitality
,,,15% Damage Goes To Mana
,,,Magic Damage Reduced By 3
,,,+33 To Mana
,,,Damage Reduced By 7
,,,+5 To Light Radius
Rhyme,2 Socket Shields,Shael + Eth,20% Increased Chance of Blocking
,,,40% Faster Block Rate
,,,All Resistances +25
,,,Regenerate Mana 15%
,,,Cannot Be Frozen
,,,50% Extra Gold From Monsters
,,,25% Better Chance Of Getting Magic Items
Silence,6 Socket Weapons,Dol + Eld + Hel + Ist + Tir + Vex,200% Enhanced Damage
,,,+75% Damage To Undead
,,,Requirements -20%
,,,20% Increased Attack Speed
,,,+50 To Attack Rating Against Undead
,,,+2 To All Skills
,,,All Resistances +75
,,,20% Faster Hit Recovery
,,,11% Mana Stolen Per Hit
,,,Hit Causes Monster To Flee 25%
,,,Hit Blinds Target +33
,,,+2 To Mana After Each Kill
,,,30% Better Chance Of Getting Magic Items
Smoke,2 Socket Body Armor,Nef + Lum,+75% Enhanced Defense
,,,+280 Defense Vs. Missile
,,,All Resistances +50
,,,20% Faster Hit Recovery
,,,Level 6 Weaken (18 Charges)
,,,+10 To Energy
,,,-1 To Light Radius
Stealth,2 Socket Body Armor,Tal + Eth,Magic Damage Reduced By 3
,,,+6 To Dexterity
,,,+15 To Maximum Stamina
,,,Poison Resist +30%
,,,Regenerate Mana 15%
,,,25% Faster Run/Walk
,,,25% Faster Cast Rate
,,,25% Faster Hit Recovery
Steel,2 Socket Swords/Axes/Maces,Tir + El,20% Enhanced Damage
,,,+3 To Minimum Damage
,,,+3 To Maximum Damage
,,,+50 To Attack Rating
,,,50% Chance Of Open Wounds
,,,25% Increased Attack Speed
,,,+2 To Mana After Each Kill
,,,+1 To Light Radius
Strength,2 Socket Melee Weapons,Amn + Tir,35% Enhanced Damage
,,,25% Chance Of Crushing Blow
,,,7% Life Stolen Per Hit
,,,+2 To Mana After Each Kill
,,,+20 To Strength
,,,+10 To Vitality
Venom,3 Socket Weapons,Tal + Dol + Mal,Hit Causes Monster To Flee 25%
,,,Prevent Monster Heal
,,,Ignore Target's Defense
,,,7% Mana Stolen Per Hit
,,,Level 15 Poison Explosion (27 Charges)
,,,Level 13 Poison Nova (11 Charges)
,,,+273 Poison Damage Over 6 seconds
Wealth,3 Socket Body Armor,Lem + Ko + Tir,300% Extra Gold From Monsters
,,,100% Better Chance Of Getting Magic Items
,,,+2 To Mana After Each Kill
,,,+10 To Dexterity
White,2 Socket Wand,Dol + Io,Hit Causes Monster To Flee 25%
,,,+10 To Vitality
,,,+3 To Poison And Bone Skills (Necromancer Only)
,,,+3 To Bone Armor (Necromancer Only)
,,,+2 To Bone Spear (Necromancer Only)
,,,+4 To Skeleton Mastery (Necromancer Only)
,,,Magic Damage Reduced By 4
,,,20% Faster Cast Rate
,,,+13 To Mana
Zephyr,2 Socket Missile Weapons,Ort + Eth,+33% Enhanced Damage
,,,+66 To Attack Rating
,,,Adds 1-50 Lightning Damage
,,,-25% Target Defense
,,,+25 Defense
,,,25% Faster Run/Walk
,,,25% Increased Attack Speed
,,,7% Chance To Cast Level 1 Twister When Struck
